order,id,date,time,title,url,visitCount,typedCount,transition
49,1046,11/2/2020,13:45:49,Step 4. Create and Run your first Django project - Help | PyCharm,https://www.jetbrains.com/help/pycharm/creating-and-running-your-first-django-project.html#database-configure,2,0,link
50,1045,11/2/2020,13:45:44,Step 4. Create and Run your first Django project - Help | PyCharm,https://www.jetbrains.com/help/pycharm/creating-and-running-your-first-django-project.html#whats-inside,2,0,link
51,1044,11/2/2020,13:45:10,Step 4. Create and Run your first Django project - Help | PyCharm,https://www.jetbrains.com/help/pycharm/creating-and-running-your-first-django-project.html#create-project,2,0,link
52,1043,11/2/2020,13:45:06,Step 4. Create and Run your first Django project - Help | PyCharm,https://www.jetbrains.com/help/pycharm/creating-and-running-your-first-django-project.html#prereqs,1,0,link
53,1042,11/2/2020,13:45:02,Step 4. Create and Run your first Django project - Help | PyCharm,https://www.jetbrains.com/help/pycharm/creating-and-running-your-first-django-project.html,2,0,link
54,1042,11/2/2020,13:44:50,Step 4. Create and Run your first Django project - Help | PyCharm,https://www.jetbrains.com/help/pycharm/creating-and-running-your-first-django-project.html,2,0,link
55,1041,11/2/2020,13:44:43,how to set up django in pycharm - Google Search,https://www.google.com/search?q=how+to+set+up+django+in+pycharm&rlz=1C1CHBD_enKE900KE900&oq=how+to+set+up+django&aqs=chrome.3.69i57j0l7.16499j0j7&sourceid=chrome&ie=UTF-8,1,0,generated
56,1040,11/2/2020,13:43:56,Django for Beginners - Complete Tutorial for Django 3.1,https://djangoforbeginners.com/,1,1,typed
57,1038,11/2/2020,13:41:29,8.88 dollars to ksh - Google Search,https://www.google.com/search?q=8.88+dollars+to+ksh&rlz=1C1CHBD_enKE900KE900&oq=8.88+dollars+to+ksh&aqs=chrome..69i57.9568j1j7&sourceid=chrome&ie=UTF-8,1,0,generated
58,1037,11/2/2020,13:40:40,Buy domain name - Cheap domain names from $1.37 - Namecheap,https://www.namecheap.com/,1,1,typed
59,1035,11/2/2020,13:34:54,5 Debugging Tips Every Developer Should Know | Build a Startup #7 - YouTube,https://www.youtube.com/watch?v=K6WGRBhacq8&list=RDCMUCxX9wt5FWQUAAz4UrysqK9A&index=6,1,0,link
60,1034,11/2/2020,13:34:43,(90) Watch me build a real startup with Python and JavaScript | Web Development | Build A Startup #1 - YouTube,https://www.youtube.com/watch?v=UyQn0BhVqNU&list=RDCMUCxX9wt5FWQUAAz4UrysqK9A&index=2,1,0,link
61,1033,11/2/2020,13:34:06,(90) Making a Hello World App with Django | Web Development | Build a Startup #2 - YouTube,https://www.youtube.com/watch?v=h7rvyDK70FA&list=RDCMUCxX9wt5FWQUAAz4UrysqK9A&index=3,1,0,link
62,1032,11/2/2020,13:33:54,(90) Making a To-Do App with Django | Web Development Tutorial | Build a Startup #3 - YouTube,https://www.youtube.com/watch?v=ovql0Ui3n_I&list=RDCMUCxX9wt5FWQUAAz4UrysqK9A&start_radio=1&t=120,1,0,link
63,1031,11/2/2020,13:31:18,(90) Making a To-Do App with Django | Web Development Tutorial | Build a Startup #3 - YouTube,https://www.youtube.com/watch?v=ovql0Ui3n_I,1,0,link
64,1030,11/2/2020,13:30:22,(90) django tutorial - YouTube,https://www.youtube.com/results?search_query=django+tutorial,1,0,link
65,107,11/2/2020,13:30:04,(90) YouTube,https://www.youtube.com/,39,0,auto_bookmark
66,1029,11/2/2020,13:28:27,Django 3 By Example eBook by Antonio Melé - 9781838989323 | Rakuten Kobo United States,https://www.kobo.com/us/en/ebook/django-3-by-example-third-edition,1,0,link
67,1028,11/2/2020,13:28:08,"Django 3 By Example: Build Powerful and Reliable Python Web Applications from Scratch, 3rd Edition - Google Search","https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk03iS9tY71h3nu-vmaH_PcDauIEXiQ:1604312860605&q=Django+3+By+Example:+Build+Powerful+and+Reliable+Python+Web+Applications+from+Scratch,+3rd+Edition&stick=H4sIAAAAAAAAAOOQUeLVT9c3NMwyLTGMLzIzMhLMSU0sylNIyUrMS89XSMrPz46SgHFS0zPz8lKLFEpKS_KLMhNzTjFy6efqGySbVFrmpp1iRDUJxk82NS4yKE4qhPGTyisLC6uSkmD8tJKUlAqz5KpTjDwgfmWOqVl6lVE5XHuuaVK6cTFCeVl5brZxhhHCuLSyAtMSuPFZlmnxGSkmRb8YBX3APnFB-KSBhXERaxJUwFjBqVLBtSIxtyAn1UrBqTQzJ0UhIL88tSitNEchMS9FISg1JzMxKSdVIaCyJCM_TyE8NUnBsaAgJzM5sSQzP69YIa0oP1chOLkosSQ5Q0fBuChFwTUlEyR1i02SQWtqFVdCWIjYxbL-ldpL1hhek-k9dOPJLhMAD-3cwnIBAAA&sa=X&ved=2ahUKEwiHzaiR0-PsAhWKEMAKHQjkCFkQs9oBKAEwFXoECBUQBQ&biw=1240&bih=605",2,0,link
68,1028,11/2/2020,13:28:07,"Django 3 By Example: Build Powerful and Reliable Python Web Applications from Scratch, 3rd Edition - Google Search","https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk03iS9tY71h3nu-vmaH_PcDauIEXiQ:1604312860605&q=Django+3+By+Example:+Build+Powerful+and+Reliable+Python+Web+Applications+from+Scratch,+3rd+Edition&stick=H4sIAAAAAAAAAOOQUeLVT9c3NMwyLTGMLzIzMhLMSU0sylNIyUrMS89XSMrPz46SgHFS0zPz8lKLFEpKS_KLMhNzTjFy6efqGySbVFrmpp1iRDUJxk82NS4yKE4qhPGTyisLC6uSkmD8tJKUlAqz5KpTjDwgfmWOqVl6lVE5XHuuaVK6cTFCeVl5brZxhhHCuLSyAtMSuPFZlmnxGSkmRb8YBX3APnFB-KSBhXERaxJUwFjBqVLBtSIxtyAn1UrBqTQzJ0UhIL88tSitNEchMS9FISg1JzMxKSdVIaCyJCM_TyE8NUnBsaAgJzM5sSQzP69YIa0oP1chOLkosSQ5Q0fBuChFwTUlEyR1i02SQWtqFVdCWIjYxbL-ldpL1hhek-k9dOPJLhMAD-3cwnIBAAA&sa=X&ved=2ahUKEwiHzaiR0-PsAhWKEMAKHQjkCFkQs9oBKAEwFXoECBUQBQ&biw=1240&bih=605",2,0,link
69,1027,11/2/2020,13:27:39,django beginner tutorial - Google Search,https://www.google.com/search?q=django+beginner+tutorial&rlz=1C1CHBD_enKE900KE900&oq=django+beginner+tutorial&aqs=chrome..69i57j0j0i22i30l4.18127j0j7&sourceid=chrome&ie=UTF-8,1,0,generated
70,1026,11/2/2020,13:27:18,"Writing your first Django app, part 1 | Django documentation | Django",https://docs.djangoproject.com/en/3.1/intro/tutorial01/,1,0,link
71,1024,11/2/2020,13:26:44,Getting started with Django | Django,https://www.djangoproject.com/start/,1,0,link
72,1023,11/2/2020,13:26:34,django python tutorial - Google Search,https://www.google.com/search?q=django+python+tutorial&rlz=1C1CHBD_enKE900KE900&oq=django+pyth&aqs=chrome.2.69i57j0i457j0l6.10294j0j7&sourceid=chrome&ie=UTF-8,1,0,generated
73,1022,11/2/2020,9:58:09,,https://www.freekcsepastpapers.com/wp-content/uploads/2019/12/2019-KCSE-Physics-Paper-2.pdf,1,0,link
74,1021,11/2/2020,9:57:54,2019 KCSE Past Papers - FREE KCSE PAST PAPERS,https://www.freekcsepastpapers.com/2019-kcse-past-papers/,1,0,link
75,1020,11/2/2020,9:57:20,KCSE PAST PAPERS - FREE KCSE PAST PAPERS,https://www.freekcsepastpapers.com/kcse-past-papers/,1,0,link
76,1019,11/2/2020,9:57:08,free kcse past papers - Google Search,https://www.google.com/search?q=free+kcse+past+papers&oq=free+kcs&aqs=chrome.0.0i457j0j69i57j0l5.4267j0j15&sourceid=chrome&ie=UTF-8,1,0,generated
77,1018,11/2/2020,7:06:53,Musical Instruments | Buy Musical Equipment Online | Jumia Kenya,https://www.jumia.co.ke/musical-instruments/,1,0,link
78,1017,11/2/2020,7:06:39,acoustic guitar prices in kenya - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk00VtASNItNkUV76JWDctWDu_ZUs6w%3A1604289955635&ei=o4WfX-ymJu6d1fAPoPqF8AQ&q=acoustic+guitar+prices+in+kenya&oq=acoustic+guitar+prices+&gs_lcp=CgZwc3ktYWIQARgAMgUIABDJAzICCAAyAggAMgIIADICCAAyAggAMgIIADICCAAyAggAMgQIABAKOgQIABBHOgcIIxCwAhAnOgQIABANOggIABAIEA0QHjoECCMQJzoECAAQQzoICAAQsQMQgwE6BwgAEMkDEEM6BwgjEOoCECc6CAgAEMkDEJECOgUIABCRAjoICC4QsQMQgwE6AgguOgUILhCRAjoFCAAQsQM6CwguELEDEMcBEK8BOgcIABCxAxBDUJkxWLOeAmCQyAJoAXACeAGAAaIEiAGXXpIBCTMtMTYuMTEuM5gBAKABAaoBB2d3cy13aXqwAQrIAQjAAQE&sclient=psy-ab,2,0,link
79,1017,11/2/2020,7:06:38,acoustic guitar prices in kenya - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk00VtASNItNkUV76JWDctWDu_ZUs6w%3A1604289955635&ei=o4WfX-ymJu6d1fAPoPqF8AQ&q=acoustic+guitar+prices+in+kenya&oq=acoustic+guitar+prices+&gs_lcp=CgZwc3ktYWIQARgAMgUIABDJAzICCAAyAggAMgIIADICCAAyAggAMgIIADICCAAyAggAMgQIABAKOgQIABBHOgcIIxCwAhAnOgQIABANOggIABAIEA0QHjoECCMQJzoECAAQQzoICAAQsQMQgwE6BwgAEMkDEEM6BwgjEOoCECc6CAgAEMkDEJECOgUIABCRAjoICC4QsQMQgwE6AgguOgUILhCRAjoFCAAQsQM6CwguELEDEMcBEK8BOgcIABCxAxBDUJkxWLOeAmCQyAJoAXACeAGAAaIEiAGXXpIBCTMtMTYuMTEuM5gBAKABAaoBB2d3cy13aXqwAQrIAQjAAQE&sclient=psy-ab,2,0,form_submit
80,1016,11/2/2020,7:05:55,patakatifu pako lyrics - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk03icRHegmpMFlwCcxyTscZSl_cKHw%3A1604289644636&ei=bISfX7rDJtGM1fAPpKS2OA&q=patakatifu+pako+lyrics&oq=patakatifu+pako+lyrics&gs_lcp=CgZwc3ktYWIQAzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQR1AAWABgsPUSaABwAngAgAEAiAEAkgEAmAEAqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab&ved=0ahUKEwi6qYrT_OLsAhVRRhUIHSSSDQcQ4dUDCA0&uact=5,2,0,link
81,1016,11/2/2020,7:05:55,patakatifu pako lyrics - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk03icRHegmpMFlwCcxyTscZSl_cKHw%3A1604289644636&ei=bISfX7rDJtGM1fAPpKS2OA&q=patakatifu+pako+lyrics&oq=patakatifu+pako+lyrics&gs_lcp=CgZwc3ktYWIQAzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQRzIECAAQR1AAWABgsPUSaABwAngAgAEAiAEAkgEAmAEAqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab&ved=0ahUKEwi6qYrT_OLsAhVRRhUIHSSSDQcQ4dUDCA0&uact=5,2,0,form_submit
82,1015,11/2/2020,7:00:44,patakatifu pako lyrics - Google Search,https://www.google.com/search?q=patakatifu+pako+lyrics&rlz=1C1CHBD_enKE900KE900&oq=pata&aqs=chrome.5.69i57j46i175i199j46l2j0l3j0i271.31696j0j15&sourceid=chrome&ie=UTF-8,1,0,generated
83,732,11/1/2020,21:42:18,Pandas basic | Kaggle,https://www.kaggle.com/fingofing/pandas-basic,3,0,link
84,752,11/1/2020,21:42:18,Line Charts | Kaggle,https://www.kaggle.com/fingofing/line-charts/edit,2,0,link
85,1014,11/1/2020,21:39:17,Is there a way to track the amount of time I spend on each website in my browser? - Quora,https://www.quora.com/Is-there-a-way-to-track-the-amount-of-time-I-spend-on-each-website-in-my-browser,1,0,link
86,1013,11/1/2020,21:39:14,how do i get the amount of time i spent on each website - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk03UbwMYgjiSF-ToV8wCbf88Y3QDJQ%3A1604255913563&ei=qQCfX9P_Ie7O1fAPwr-IyA0&q=how+do+i+get+the+amount+of+time+i+spent+on+each+website&oq=how+do+i+get+the+amount+of+time+i+spent+on+each+website&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAE6BAgAEEc6BAgjECc6CAgAEMkDEJECOgUIABCRAjoECAAQQzoICAAQsQMQgwE6BQgAELEDOgQIABADOgcIABDJAxBDOgQILhBDOgIIADoHCC4QsQMQQzoFCAAQyQM6AgguOgYIABAWEB46CQgAEMkDEBYQHjoICAAQCBANEB46CAgAEBYQChAeOggIIRAWEB0QHjoECCEQFToHCCEQChCgAVDGFlj4kQFgv5gBaAJwBHgAgAGuBogBt8UBkgEMMy0yMS4yNC4xMS4xmAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab&ved=0ahUKEwiT-Oz-_uHsAhVuZxUIHcIfAtkQ4dUDCA0&uact=5,2,0,link
87,1013,11/1/2020,21:39:14,how do i get the amount of time i spent on each website - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk03UbwMYgjiSF-ToV8wCbf88Y3QDJQ%3A1604255913563&ei=qQCfX9P_Ie7O1fAPwr-IyA0&q=how+do+i+get+the+amount+of+time+i+spent+on+each+website&oq=how+do+i+get+the+amount+of+time+i+spent+on+each+website&gs_lcp=CgZwc3ktYWIQAzIFCCEQoAE6BAgAEEc6BAgjECc6CAgAEMkDEJECOgUIABCRAjoECAAQQzoICAAQsQMQgwE6BQgAELEDOgQIABADOgcIABDJAxBDOgQILhBDOgIIADoHCC4QsQMQQzoFCAAQyQM6AgguOgYIABAWEB46CQgAEMkDEBYQHjoICAAQCBANEB46CAgAEBYQChAeOggIIRAWEB0QHjoECCEQFToHCCEQChCgAVDGFlj4kQFgv5gBaAJwBHgAgAGuBogBt8UBkgEMMy0yMS4yNC4xMS4xmAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=psy-ab&ved=0ahUKEwiT-Oz-_uHsAhVuZxUIHcIfAtkQ4dUDCA0&uact=5,2,0,form_submit
88,1011,11/1/2020,21:38:53,what does web history contain - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk02qllplIW0ow61Pq-RIC8E5sQamwQ%3A1604255753580&ei=CQCfX_32IoSFmwe3uJTQBA&q=what+does+web+history+contain&oq=what+does+web+history+contain&gs_lcp=CgZwc3ktYWIQAzIICCEQFhAdEB4yCAghEBYQHRAeMggIIRAWEB0QHjIICCEQFhAdEB4yCAghEBYQHRAeMggIIRAWEB0QHjoECAAQRzoECCMQJzoICAAQyQMQkQI6BQgAEJECOgQIABBDOggIABCxAxCDAToFCAAQsQM6BwgAEBQQhwI6AggAOgsIABCxAxCDARDJAzoPCAAQyQMQFBCHAhBGEPkBOgoIABDJAxBGEPkBOgUIABDJAzoKCAAQyQMQFBCHAjoECAAQCjoMCAAQyQMQDRBGEPkBOgQIABANOgYIABANEB46CAgAEA0QChAeOgsIABDJAxAIEA0QHjoICAAQCBANEB5Q2XBYvbECYIS3AmgHcAR4AoAB0QqIAfaMAZIBDTMtOC4xMC4xNS4xLjGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwi9n8iy_uHsAhWEwuYKHTccBUoQ4dUDCA0&uact=5,3,0,form_submit
89,1012,11/1/2020,21:38:40,Web browsing history - Wikipedia,"https://en.wikipedia.org/wiki/Web_browsing_history#:~:text=Within%20the%20realm%20of%20computing,a%20certain%20period%20of%20time.",1,0,link
90,1011,11/1/2020,21:38:33,what does web history contain - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk02qllplIW0ow61Pq-RIC8E5sQamwQ%3A1604255753580&ei=CQCfX_32IoSFmwe3uJTQBA&q=what+does+web+history+contain&oq=what+does+web+history+contain&gs_lcp=CgZwc3ktYWIQAzIICCEQFhAdEB4yCAghEBYQHRAeMggIIRAWEB0QHjIICCEQFhAdEB4yCAghEBYQHRAeMggIIRAWEB0QHjoECAAQRzoECCMQJzoICAAQyQMQkQI6BQgAEJECOgQIABBDOggIABCxAxCDAToFCAAQsQM6BwgAEBQQhwI6AggAOgsIABCxAxCDARDJAzoPCAAQyQMQFBCHAhBGEPkBOgoIABDJAxBGEPkBOgUIABDJAzoKCAAQyQMQFBCHAjoECAAQCjoMCAAQyQMQDRBGEPkBOgQIABANOgYIABANEB46CAgAEA0QChAeOgsIABDJAxAIEA0QHjoICAAQCBANEB5Q2XBYvbECYIS3AmgHcAR4AoAB0QqIAfaMAZIBDTMtOC4xMC4xNS4xLjGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwi9n8iy_uHsAhWEwuYKHTccBUoQ4dUDCA0&uact=5,3,0,link
91,1011,11/1/2020,21:38:33,what does web history contain - Google Search,https://www.google.com/search?rlz=1C1CHBD_enKE900KE900&sxsrf=ALeKk02qllplIW0ow61Pq-RIC8E5sQamwQ%3A1604255753580&ei=CQCfX_32IoSFmwe3uJTQBA&q=what+does+web+history+contain&oq=what+does+web+history+contain&gs_lcp=CgZwc3ktYWIQAzIICCEQFhAdEB4yCAghEBYQHRAeMggIIRAWEB0QHjIICCEQFhAdEB4yCAghEBYQHRAeMggIIRAWEB0QHjoECAAQRzoECCMQJzoICAAQyQMQkQI6BQgAEJECOgQIABBDOggIABCxAxCDAToFCAAQsQM6BwgAEBQQhwI6AggAOgsIABCxAxCDARDJAzoPCAAQyQMQFBCHAhBGEPkBOgoIABDJAxBGEPkBOgUIABDJAzoKCAAQyQMQFBCHAjoECAAQCjoMCAAQyQMQDRBGEPkBOgQIABANOgYIABANEB46CAgAEA0QChAeOgsIABDJAxAIEA0QHjoICAAQCBANEB5Q2XBYvbECYIS3AmgHcAR4AoAB0QqIAfaMAZIBDTMtOC4xMC4xNS4xLjGYAQCgAQGqAQdnd3Mtd2l6yAEIwAEB&sclient=psy-ab&ved=0ahUKEwi9n8iy_uHsAhWEwuYKHTccBUoQ4dUDCA0&uact=5,3,0,form_submit
92,1008,11/1/2020,21:37:52,what is typedCount when referring to web history - Google Search,https://www.google.com/search?q=what+is+typedCount+when+referring+to+web+history&rlz=1C1CHBD_enKE900KE900&oq=what+is+typedCount+when+referring+to+web+history&aqs=chrome..69i57j33i10i160.23599j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
93,1010,11/1/2020,21:36:57,View the browsing history of Chrome Web browser,https://www.nirsoft.net/utils/chrome_history_view.html,1,0,link
94,1008,11/1/2020,21:36:50,what is typedCount when referring to web history - Google Search,https://www.google.com/search?q=what+is+typedCount+when+referring+to+web+history&rlz=1C1CHBD_enKE900KE900&oq=what+is+typedCount+when+referring+to+web+history&aqs=chrome..69i57j33i10i160.23599j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
95,1009,11/1/2020,21:36:13,"How to Export Chrome Browsing History to HTML, CSV, or TXT",https://www.makeuseof.com/tag/export-chrome-browsing-history/,1,0,link
